label,repeat,query_id,ms
cross_0.98,0,episode_0020_20260410_011517_357608:21,1.123094
cross_0.98,0,episode_0030_20260410_011910_031319:4,0.954108
cross_0.98,0,episode_0031_20260410_011933_301436:8,1.419144
cross_0.98,0,episode_0043_20260410_012421_441671:5,2.166696
cross_0.98,0,episode_0023_20260410_011629_901435:23,1.192669
cross_0.98,0,episode_0023_20260410_011629_901435:20,0.918321
cross_0.98,0,episode_0032_20260410_011958_314386:9,0.847125
cross_0.98,0,episode_0008_20260410_011125_742216:16,0.804446
cross_0.98,0,episode_0032_20260410_011958_314386:11,0.744163
cross_0.98,0,episode_0039_20260410_012242_511766:15,0.89989
cross_0.98,0,episode_0002_20260410_010929_991358:15,0.714332
cross_0.98,0,episode_0016_20260410_011401_521914:11,0.882255
cross_0.98,0,episode_0032_20260410_011958_314386:13,1.121304
cross_0.98,0,episode_0038_20260410_012213_950266:2,1.283821
cross_0.98,0,episode_0033_20260410_012019_825828:12,0.984264
cross_0.98,0,episode_0009_20260410_011147_027725:0,1.060784
cross_0.98,0,episode_0037_20260410_012148_210072:21,1.094411
cross_0.98,0,episode_0011_20260410_011228_856135:19,0.929187
cross_0.98,0,episode_0036_20260410_012124_203616:21,1.173192
cross_0.98,0,episode_0034_20260410_012039_100030:17,1.219275
cross_0.98,0,episode_0028_20260410_011829_055003:18,1.048151
cross_0.98,0,episode_0011_20260410_011228_856135:11,1.100629
cross_0.98,0,episode_0020_20260410_011517_357608:2,1.427022
cross_0.98,0,episode_0003_20260410_010946_600378:14,1.044207
cross_0.98,0,episode_0041_20260410_012346_185785:15,1.109795
cross_0.98,0,episode_0032_20260410_011958_314386:0,1.464916
cross_0.98,0,episode_0009_20260410_011147_027725:12,1.419084
cross_0.98,0,episode_0030_20260410_011910_031319:7,1.608915
cross_0.98,0,episode_0042_20260410_012403_121411:7,1.144481
cross_0.98,0,episode_0038_20260410_012213_950266:5,1.253553
cross_0.98,0,episode_0031_20260410_011933_301436:3,1.336262
cross_0.98,0,episode_0038_20260410_012213_950266:1,1.272176
cross_0.98,0,episode_0022_20260410_011605_263672:5,1.233197
cross_0.98,0,episode_0032_20260410_011958_314386:1,1.002096
cross_0.98,0,episode_0010_20260410_011209_792025:3,0.787061
cross_0.98,0,episode_0013_20260410_011306_565253:3,0.597406
cross_0.98,0,episode_0008_20260410_011125_742216:7,0.782748
cross_0.98,0,episode_0029_20260410_011847_472194:2,0.694008
cross_0.98,0,episode_0044_20260410_012440_275668:18,0.677486
cross_0.98,0,episode_0007_20260410_011103_871596:18,0.772224
cross_0.98,0,episode_0016_20260410_011401_521914:7,0.65778
cross_0.98,0,episode_0025_20260410_011714_535001:17,0.853092
cross_0.98,0,episode_0005_20260410_011022_801344:6,1.094521
cross_0.98,0,episode_0012_20260410_011247_049104:8,0.936677
cross_0.98,0,episode_0023_20260410_011629_901435:14,0.942752
cross_0.98,0,episode_0024_20260410_011654_131430:19,0.864249
cross_0.98,0,episode_0001_20260410_010833_643988:11,0.668339
cross_0.98,0,episode_0017_20260410_011417_292749:1,0.661304
cross_0.98,0,episode_0048_20260410_012613_367191:5,1.020048
cross_0.98,0,episode_0033_20260410_012019_825828:15,1.363078
cross_0.98,0,episode_0042_20260410_012403_121411:1,2.024053
cross_0.98,0,episode_0043_20260410_012421_441671:1,1.584059
cross_0.98,0,episode_0036_20260410_012124_203616:6,1.623825
cross_0.98,0,episode_0001_20260410_010833_643988:7,0.987066
cross_0.98,0,episode_0039_20260410_012242_511766:17,1.371106
cross_0.98,0,episode_0003_20260410_010946_600378:11,1.031492
cross_0.98,0,episode_0013_20260410_011306_565253:14,1.112666
